"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"568",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",2,"Gegenwart, Vergangenheit","Deutschland, Welt","-","unklarer Regierungs-Einfluss-Arbeitsmarkt, weiterf?hrende Rot-Gr?n-Politik-CDU, kleinere Korrekturen-Arbeitslosengeld, profitabler Weltwirtschaft-Boom, schwerste Wirtschaftskrisen-Konfrontation",1,""
"569",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",3,"Vergangenheit, Gegenwart, Zukunft","Deutschland","-","stabilisierte Lage-Koalition, milliardenschwere Bankenrettung, milliardenschwere Konjunkturprogramme, momentane Stabilisierung, verz?gerte Wirtschaftspolitik-Effekte, sp?rbare Vorg?nger-Regierung-Entwicklung",1,""
"570",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",4,"Gegenwart, Vergangenheit","Deutschland","-","starker Arbeitslosigkeit-R?ckgang, schwacher Krisen-Arbeitslosigkeits-Anstieg",2,""
"571",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",5,"Gegenwart, Vergangenheit","Deutschland","-","unsichere-neue Arbeitspl?tze, befristete Arbeitspl?tze, gesunkener Stundenlohn-Durchschnitt",-2,""
"572",50,"http://www.zeit.de/2009/40/Arbeit-Loehne/komplettansicht?print=true",2009,40,"Zeit","Mehr Jobs, weniger Geld","Kolja Rudzio",6,"Gegenwart, Vergangenheit","Deutschland","-","abgenommene Einkommensungleichheit, abgenommene Armut, hoher Zuwachs-Vergangenheit-Armut, positiver Trend",2,""
"573",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",1,"","","","",NA,""
"574",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",2,"","","","",NA,""
"575",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",3,"","","","",NA,""
"576",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",4,"","","","",NA,""
"577",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",5,"","","","",NA,""
"578",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n?chste Privatisierungswelle","G?tz Hamann",6,"","","","",NA,""
"579",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",1,"","","","",NA,""
"580",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",2,"","","","",NA,""
"581",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",3,"","","","",NA,""
"582",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",4,"","","","",NA,""
"583",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",5,"","","","",NA,""
"584",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",6,"","","","",NA,""
"585",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",7,"","","","",NA,""
"586",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",8,"","","","",NA,""
"587",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",9,"","","","",NA,""
"588",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",10,"","","","",NA,""
"589",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",11,"","","","",NA,""
"590",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",12,"","","","",NA,""
"591",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",13,"","","","",NA,""
"592",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",14,"","","","",NA,""
"593",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",15,"","","","",NA,""
"594",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gef?hl","Anna Marohn",16,"","","","",NA,""
"595",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",1,"","","","",NA,""
"596",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",2,"","","","",NA,""
"597",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",3,"","","","",NA,""
"598",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",4,"","","","",NA,""
"599",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",5,"","","","",NA,""
"600",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",6,"","","","",NA,""
"601",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",7,"","","","",NA,""
"602",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",8,"","","","",NA,""
"603",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",9,"","","","",NA,""
"604",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",10,"","","","",NA,""
"605",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",11,"","","","",NA,""
"606",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",12,"","","","",NA,""
"607",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",13,"","","","",NA,""
"608",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",14,"","","","",NA,""
"609",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",15,"","","","",NA,""
"610",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",1,"","","","",NA,""
"611",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",2,"","","","",NA,""
"612",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",3,"","","","",NA,""
"613",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",4,"","","","",NA,""
"614",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",5,"","","","",NA,""
"615",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",6,"","","","",NA,""
"616",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",7,"","","","",NA,""
"617",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",8,"","","","",NA,""
"618",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",9,"","","","",NA,""
"619",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",1,"","","","",NA,""
"620",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",2,"","","","",NA,""
"621",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",3,"","","","",NA,""
"622",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",4,"","","","",NA,""
"623",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",5,"","","","",NA,""
"624",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",6,"","","","",NA,""
"625",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",7,"","","","",NA,""
"626",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",8,"","","","",NA,""
"627",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",9,"","","","",NA,""
"628",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",10,"","","","",NA,""
"629",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",11,"","","","",NA,""
"630",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",12,"","","","",NA,""
"631",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",13,"","","","",NA,""
"632",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",14,"","","","",NA,""
"633",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",15,"","","","",NA,""
"634",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",16,"","","","",NA,""
"635",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",17,"","","","",NA,""
"636",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G?tz Hamann + Arne Storn",18,"","","","",NA,""
"637",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",1,"","","","",NA,""
"638",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",2,"","","","",NA,""
"639",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",3,"","","","",NA,""
"640",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",4,"","","","",NA,""
"641",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",5,"","","","",NA,""
"642",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",6,"","","","",NA,""
"643",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",7,"","","","",NA,""
"644",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",8,"","","","",NA,""
"645",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B?se Banker?","Uwe Jean Heuser",9,"","","","",NA,""
"646",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",1,"","","","",NA,""
"647",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",2,"","","","",NA,""
"648",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",3,"","","","",NA,""
"649",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",4,"","","","",NA,""
"650",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",5,"","","","",NA,""
"651",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",6,"","","","",NA,""
"652",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",7,"","","","",NA,""
"653",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",8,"","","","",NA,""
"654",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",9,"","","","",NA,""
"655",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",10,"","","","",NA,""
"656",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",11,"","","","",NA,""
"657",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",12,"","","","",NA,""
"658",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",13,"","","","",NA,""
"659",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef?lligkeiten","Mark Schieritz",14,"","","","",NA,""
"660",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",1,"","","","",NA,""
"661",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",2,"","","","",NA,""
"662",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",3,"","","","",NA,""
"663",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",4,"","","","",NA,""
"664",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",5,"","","","",NA,""
"665",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",6,"","","","",NA,""
"666",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",7,"","","","",NA,""
"667",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",8,"","","","",NA,""
"668",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",9,"","","","",NA,""
"669",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",10,"","","","",NA,""
"670",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",11,"","","","",NA,""
"671",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",12,"","","","",NA,""
"672",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",13,"","","","",NA,""
"673",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",14,"","","","",NA,""
"674",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",15,"","","","",NA,""
"675",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",16,"","","","",NA,""
"676",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",17,"","","","",NA,""
"677",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",18,"","","","",NA,""
"678",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",19,"","","","",NA,""
"679",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",20,"","","","",NA,""
"680",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",21,"","","","",NA,""
"681",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",22,"","","","",NA,""
"682",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",23,"","","","",NA,""
"683",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",24,"","","","",NA,""
"684",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",25,"","","","",NA,""
"685",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",26,"","","","",NA,""
