;Metadaten;;;;;;;Bewertungsteil;;;;;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;11;Gegenwart;Deutschland;;fallend Wichtigkeit-KapitalmÑrkte;0;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;12;Gegenwart;Deutschland;;Ende-Zahlenhîrigkeit, WeiterfÅhrung-Shareholder-Value-Produkte-Kunden-Mitarbeiter;1;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;13;Gegenwart;Deutschland, USA;;internationaler Unternehmen-Deutschland, ausbalanciert Import-Export-Deutschland, Langfristige-Vorteile;2;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;14;Zukunft;Welt, China, USA, Russland;;wahrscheinlich Aufschwung, hoch Wachstum-China, flexibel USA-Wachstum-Green-Tech, steigend Russland-Investitionen;3;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;15;Zukunft;Deutschland, China, Welt;;steigend Nachfrage-China-InvestitionsgÅter, Hochwertige-Dienstleistungen-Industrielle-Kerne, optimistisch-gleichbleibend-anhaltend Industrielle-StÑrke-Deutschland-Rankings, Green-Tech;3;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;16;Gegenwart, Zukunft;Deutschland, China, USA;;steigend Nachfrage-Produktion-Green-Tech-Investitionsprogramme-USA-China, steigend AuftrÑge-Systemkopfunternehmen;3;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;17;Vergangenheit, Gegenwart;Deutschland;;ausgeblieben Einschnitte-Forschungsbudgets;2;;;
55;http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true;2009;48;Zeit;"""Dieses Jahr vergisst keiner""";Burkhard Schwenker + Gîtz Hamann + Arne Storn;18;Zukunft;Deutschland;;Aufschwung-Szenario-Ende-Kurzarbeit, steigend Entlassungen-Krisenszenario;0;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;1;Gegenwart;Welt;;Banker-Boni-Blasen;-1;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;2;Gegenwart;Welt;;steigend Banker-Zocken;-2;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;3;Gegenwart;Welt;;niedrig Zinsen-Zentralbank-Nulltarif, lukrativ GeschÑfte-Banken-Billiges-Geld-Boni-Angestellte;-3;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;4;Gegenwart, Zukunft;Welt;;hoch Gefahr-Blasen-FinanzmÑrkte;-3;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;5;Gegenwart, Zukunft;Welt, Europa, Deutschland;;Merkel-RÅgen-Banker, Billiges-Geld-Bankenrettungen-Too-Big-Too-Fail;-3;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;6;Gegenwart;Deutschland;;Merkel-EntrÅstung-Politik;-2;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;7;Gegenwart;Welt, Europa;;langsam Finanzmarktreformen, schnell FinanzmÑrkte;-2;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;8;Zukunft;Welt;;Politik-Boniabsenkung-Forderung, Politik-Forderung-Steigerung-Eigenkapital, Politik-Forderung-Beendung-Too-Big-Too-Fail, Forderung-Derivate-PrÅfliste, Zentralbanken-Forderung-Senkung-Zinsen;-1;;;
56;http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true;2009;49;Zeit;Bîse Banker?;Uwe Jean Heuser;9;Zukunft;Welt;;Krise-Furcht-Bleibend;-2;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;1;Vergangenheit;Deutschland;;Gipfel-Merkel, Kreditgipfel-Weber-Bundesbank-Ackermann-Deutsche-Bank-Michael-Sommer-Gewerkschaften-Dieter-Hundt-Arbeitgeber-Merkel-Bundesregierung;1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;2;Gegenwart, Zukunft;Deutschland;;verschlechtern Finanzierungsbedingungen-Sorge-BDI, drohend Kreditklemme-BDI;-2;"BDI=""Bundesverband-der-Deutschen-Industrie""";;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;3;Gegenwart;Deutschland;;Kreditversorgung-Ankurbeln-Koalition-Regierung-Handlungsdruck, KfW-Markt-Kreditverbriefungen-Reanimation, steigend Garantien-KfW-Kreditrisiken-Freisetzung-Eigenkapital;2;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;4;Vergangenheit, Gegenwart, Zukunft;Deutschland;;essenziell Versorgung-Geld-Volkswirtschaft, Kreditvolumen-Deutschland-Notwendig-Produktion;0;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;5;Gegenwart;Deutschland;;hochumstritten Vorhaben-Bundesregierung;-2;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;6;Vergangenheit, Gegenwart;Deutschland;;undramatisch Lage-Betriebe-Finanzierungsbedingungen, rÅcklÑufig-fallend Bestand-Ausleihungen-Unternehmen, fallend-eingetrÅbt GeschÑftsaussichten-Schuldner-Konditionen-Banken-Kredite;-1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;7;Gegenwart;Deutschland;;gleichbleibend Verhalten-Banken-Bundesbank, fehlend Beweise-Kreditklemme-Bundesbank-Monatsbericht;2;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;8;Zukunft;Deutschland;;steigend Ausfallrate-Kredite-Firmen-S&P, hoch-steigend Wertberichtigungen-Kreditbedingt-Bundesbank-Hans-Helmut-Kotz;-3;"S&P=""Standard & Poor's""";;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;9;Gegenwart, Zukunft;Deutschland;;fallend Eigenkapitaleinlagen-Banken-Eigenkapitalregeln, steigend Kreditnachfrage-Wirtschaft-Hypothese;-1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;10;Gegenwart, Zukunft;Deutschland;;Deutschlandfonds-BÅrgschaften-Unternehmen-Hilfsprogramm-Bundesregierung, Soffin-Finanzmarktstabilisierungsfonds-Banken-Bundesregierung;1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;11;Gegenwart, Zukunft;Deutschland;;freiwillig Teilnahme-Soffin-Eigenkapital-Abgabe-Aktien-Staat-Verstaatlichung;-1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;12;Zukunft;Deutschland;;Hoffnung-Kreditbranche-Bankenfreundlich-Hilfsma·nahmen, Interesse-BankenverbÑnde-WirtschaftsverbÑnde-StÅtzungspakete, Bundesregierung-Defensive-Kauder;-2;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;13;Zukunft;Deutschland;;Geldgeschenke-Finanzgewerbe-Hans-Werner-Sinn-ifo;-1;;;
57;http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true;2009;50;Zeit;Gipfel der GefÑlligkeiten;Mark Schieritz;14;Gegenwart;Deutschland;;hoch Widerstand-Verstaatlichung-Banken-FDP-CDU-Union, Merkel-Chefkritikerin-Banken;0;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;1;Gegenwart;Deutschland;;Christian-Wulff-Rede-Unternehmen-Wirtschaftskrise-Bundesregierung-CSU-FDP-Holprig;0;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;2;Gegenwart;Deutschland;;Prosa;0;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;3;Vergangenheit, Gegenwart;Deutschland;;steigend-schwach Arbeitslosigkeit, Wirtschaftskrise-Bankenrettung-BÅrgschaften-Spareinlagen, steigend Optimismus-Unternehmen, steigend Wachstum;2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;4;Gegenwart;Deutschland;;Prosa;0;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;5;Gegenwart, Zukunft;Deutschland;;unvorhersehbar-labil Wirtschaft-Lage-Wachstum-ôkonomen-Merkel;-1;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;6;Gegenwart, Zukunft;Deutschland;;hoch Ungewissheit-Risiko-Wirtschaft;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;7;Gegenwart;USA, Welt;;G30-Larry-Summers-Paul-Krugman-Banker-Finanzexperten, gewîhnlich-schwer Finanzkrise;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;8;Vergangenheit, Gegenwart, Zukunft;Welt;;steigend Arbeitslosigkeit-Reinhart-Rogoff-Finanzkrisen, fallend Wirtschaftsleistung-Reinhart-Rogoff-Finanzkrisen, steigend Pleiten-Banken-Reinhart-Rogoff-Finanzkrisen, wahrscheinlich RÅckkehr-Staatspleiten-Reinhart-Rogoff-Finanzkrisen;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;9;Gegenwart, Zukunft;Irland, Spanien, Estland, Lettland, Litauen, Ukraine, Griechenland, Deutschland;;steigend-hoch-gefÑhrlich Schuldenlast-Irland-Spanien-Estland-Lettland-Litauen-Ukraine-Griechenland, Staatspleite-Griechenland-Vertrauen-Euro-Zerstîrt-Gefahr-Deutschland-Spekulanten-Wetten-Fall-EurolÑnder;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;10;Vergangenheit, Gegenwart, Zukunft;Griechenland;;schlecht Anreize-Rettung-Staatspleite, hoch Schuldenlast-Schuldenberg-Rekord-Eurozone, hoch Staatsdefizit, niedrig WettbewerbsfÑhigkeit-International, Åberzogen Lohnsteigerungen;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;11;Gegenwart, Zukunft;Deutschland, Europa, Eurozone, Griechenland;;hoch Investitionen-Deutschland-Banken-Griechenland-Gefahrenpotential, Rettungsvarianten-IMF-EZB-Ansehen-Euro-Fonds;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;12;Gegenwart, Zukunft;Welt, Griechenland;;Griechenland-Euro-Herausforderung, Herausforderung-Regeln-Finanzsystem-Rogoff;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;13;Gegenwart;Welt, Deutschland, USA;;Regeln-AnsÑtze-Finanzsystem, steigend Eigenkapitalregeln-Kontrolle-Riskante-Finanzprodukte;1;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;14;Gegenwart;Welt;;steigend Risiken-FinanzmÑrkte, fallend Wettbewerb-Banken-Gro·banken-Too-Big-To-Fail, steigend Spekulation-Zocken-Schrottpapiere-Rohstoffen-Kreditversicherungen, ZÑhmen-Monster-Finanzmarktregulierung-Rogoff, anfÑlliger Finanzmarktsystem-Bankensystem;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;15;Gegenwart, Zukunft;Welt;;FSB-Systemrelavant-Banken-Goldman-Sachs-JP-Morgan-Deutsche-Bank-Abwicklung, Anleigen-Aktien-Schuldner-Systemrelevante-Bank-Abwicklung-Beteiligung;1;"FSB=""Financial Stability Board""";;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;16;Gegenwart, Zukunft;Welt, Deutschland;;komplex Finanzsystem-Sorgen-Finanzsystem, Lobbyisten-Finanzsystem-Deutschland-Bremsen-Reformen;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;17;Zukunft;Deutschland;;Test-Bundesregierung-Wille-Reform-FDP;-1;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;18;Gegenwart;Deutschland, USA, Welt;;stîrend Vorschriften-FinanzmÑrkte-FDP-Kreditversorgung-Unternehmen-PrioritÑt, wichtig EigenkapitalrÅcklagen-Banken-Bundesbank, steigend Preise-SchwellenlÑnder-Hei·laufend-MÑrkte, billig Geld-USA-Geldpolitik;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;19;Gegenwart;Welt, Deutschland;;steigend Preis-Lebensmittel-Textilien-Metalle-Energie-Risiko, Wirtschaftswachstum-Nachfrage-ôlpreis, Missernten-Risiko-Nahrungsmittelpreise, hoch Gefahr-Vorkrisenniveau-Dennis-Snower-IfW-Notwenigkeit-Klimaschutz;-1;"IfW=""Institut fÅr Weltwirtschaft""";;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;20;Vergangenheit, Gegenwart;Welt, USA, Deutschland;;dynamisch-explosiv Situation-Krise, hoch Bevîlkerung-SchwellenlÑnder, hoch-steigend Risiko-Rohstoffpreise-AbhÑngig-Weltwirtschaft, geschwÑcht-schwach USA-Pfeiler-Weltwirtschaft-Problem-Exportnation-Deutschland;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;21;Vergangenheit;Welt, USA, Deutschland;;Aufschwung-Verschuldung-USA-Nachfrage-Waren, Produktion-Asien-GÅter, Produktion-Maschinen-Deutschland, Finanzkrise-Einbruch-Exportwirtschaft-Deutschland;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;22;Zukunft;USA, Deutschland;;fallend Importe-USA-Thomas-Straubhaar-WHHI, hoch Staatsverschuldung-USA, schwach-niedrig Dollar-Wechselkurs, fallend Nachfrage-Importe-USA-Wechselkurs-Deutschland-Verlagerung-Produktion-USA-Mercedes;-1;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;23;Gegenwart;Deutschland, China, Russland, Brasilien, Welt;;innovativ Wirtschaft-Deutschland-Modernisierung-Innovation, Wachstum-SchwellenlÑnder-China-Russland-Brasilien-Herausforderung-Mittelstand;2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;24;Gegenwart, Zukunft;Welt;;Zusammenspiel-Wachstum-Risiko-Blasenbildung-Rohstoffpreise-Aktienkurse-Billiggeld-Zentralbanken-Megablase;-3;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;25;Vergangenheit, Gegenwart, Zukunft;USA, Deutschland;;hoch Inflationsgefahr-USA-Verringerung-Schuldenlast-Rogoff, verhasst Steuererhîhungen-USA-Rogoff, Abwertung-Dollarkurs-Vietnamkrieg-HWWI-Straubhaar, Problem-Dollar, FED-Notenbank-Verpflichtung-Wachstum-Einfluss-Finanzministerium-USA, Inflation-USA-Einfluss-Europa-Straubhaar, Bundesregierung-Deutschland-Druck-HaushaltssÅnder-Bewahrung-Pleite, steigend Ausgaben-Bildung-Weiterbildung-Innovation-Fîrderung-Erleichterung-GrÅndungen-UnabhÑngiger-Export-Snower-IfW;-1;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;26;Gegenwart;Deutschland;;schlicht-unzulÑnglich Wachstumsbeschleunigungsgesetz-Hotelierssteuer-Staubhaar;-2;;;
58;http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true;2009;51;Zeit;Abgrundtief;Marc Brost + Uwe Jean Heuser + Mark Schieritz;27;Zukunft;Deutschland;;Wahlen-Nordrhein-Westfalen, SteuerschÑtzung, Stichtag-Kanzlerin-Merkel;0;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;1;Vergangenheit, Gegenwart, Zukunft;Welt;;steigend Goldpreis;0;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;2;Vergangenheit;Welt, USA;;Goldstandard-Geschichte-Vietnamkrieg-USA-Nixon;0;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;3;Vergangenheit, Gegenwart, Zukunft;Welt;;Goldbugs-Internetforen-Goldspekulanten, Hyperinflation-Entschuldung, bestÑndig Menge-Wert-Gold;-1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;4;Gegenwart, Zukunft;Welt, Deutschland;;Aurum-GoldhÑndler, Goldpreis-Inflation;-1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;5;Gegenwart, Zukunft;Welt, Dubai;;Quasistaatsbankrott-Dubai-Nakheel, steigend-schie·end Goldpreis, Modellbeispiel-Dubai-Volkswirtschaften-Goldbugs;-2;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;6;Zukunft;Deutschland, Welt;;galoppierend-steigend Inflation-Historiker-Wedel-Film-Gier;-2;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;7;Gegenwart, Zukunft;Deutschland, Irland, Griechenland, Spanien;;fallend Soziale-Indikatoren, Staatsschulden-Staatsbankrott-Internetforen-Soziale-Indikatoren, steigend Goldkurs;-2;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;8;Vergangenheit;Welt;;Goldpreis-Hoch-1980-Crash-Entwarnung;-1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;9;Vergangenheit, Gegenwart, Zukunft;Welt, Schweiz, Deutschland;;unberechenbar Goldpreis, gering Anteil-Gold-Portfolio-Reserve, Inflationsangst-Deutschland;1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;10;Gegenwart, Zukunft;Welt;;Erwartungen-Goldpreis-Inflation-Strobl-Blogger;1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;11;Gegenwart;Deutschland;;Experte-Profil-Daniel-Haase;0;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;12;Gegenwart;Deutschland;;Haase-Banken-Nachfrage-Durchschnitt-Inflationsgefahr-Absicherung;-1;;;
59;http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true;2009;52;Zeit;Gold ist Glauben;Heike Faller;13;Zukunft;Deutschland;;Goldblase-Platzt-Kundenberater-Anlageform;-2;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;1;Gegenwart;Deutschland;;Bund-der-Steuerzahler-Steuerzahlergedenktag;-1;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;2;Gegenwart;Deutschland;;Ungleichgewicht-Lohnsteueraufkommen-Einkommenssteueraufkommen-BundesbÅrger;-1;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;3;Vergangenheit, Gegenwart;Deutschland;;hoch Steuerbefreiungen-Einkommenssteuer, fallend Steuerzahler-Einkommenssteuer-DIHK, FDP-Leidende-Mitte-Wahlkampf;-1;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;4;Vergangenheit, Gegenwart;Deutschland;;steigend-hoch Steuerbefreiung-Einkommenssteuer, EinÑugigkeit-Politisch-Michael-Eilfort-Stiftung-Marktwirtschaft;-2;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;5;Gegenwart;Deutschland;;hoch Anteil-Einkommenssteuer-Gesamtsteueraufkommen, Bund-BÅrger-Staat-Einkommenssteuer-Anreize-Lars-Feld;-2;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;6;Vergangenheit, Gegenwart;Deutschland;;niedrig Steuerbefreiungen-Vergangenheit, hoch-steigend Steuerbefreiungen-Gegenwart;-3;;;
60;http://www.zeit.de/2010/02/Einkommensteuerzahler/komplettansicht?print=true;2010;2;Zeit;Nehmen, ohne zu geben;Dirk Horstkîtter;7;Gegenwart;Deutschland;;steigend Steuerbefreiungen-Konjunkturpaket-2-BÅrgerentlastungsgesetz-Gro·e-Koalition, steigend Steuerbefreiungen-Wachstumsbeschleunigungsgesetz-CDU-CSU-FDP-Bundesregierung, steigend Grundfreibetrag-Kinderfreibetrag-AbzÅge-Krankenversicherung-Pflegeversicherung;-2;;;
