,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
608,1,NA,0,53,14,"Gegenwart, Zukunft",steigend-notwendig Immigration-Polen,,,"Gegenwart, Zukunft","aufh”ren Polen-Arbeitsmarkt-Diskriminierung-Zukunft-Patzelt, schaffen volle-Freizgigkeit-Zukunft, brauchen gut-ausgebildete-Polen",20 Jahre Mauerfall: Von wegen Krise ,"Martin Patzelt hat noch einen anderen Vorschlag: »Wir Bürgermeister an der Grenze fordern schon lange: Die Diskriminierung der Polen auf dem Arbeitsmarkt muss endlich aufhören! Wir brauchen für sie heute die volle Freizügigkeit und nicht erst 2011.« Alle würden davon profitieren. Junge, gut ausgebildete Polen könne man in Deutschland gut gebrauchen.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
609,-1,NA,-1,53,15,Gegenwart,"steigend Arbeitslosigkeit-Westdeutschland-Quelle-Insolvenzen, fallend Arbeitssuchende-Ostdeutschland",,,"Gegenwart, Zukunft","merwrdig Wirtschaftskrise, Quelle, Jobverlust-Quelle, befrchten Insolvenzen-Zukunft-Fachleute, steigende Arbeitslosigkeit-Zukunft, sorgen wenig-Arbeitssuchenden-Ostdeutschland",20 Jahre Mauerfall: Von wegen Krise ,"Eine Wirtschaftskrise voller Merkwürdigkeiten. Während auf einen Schlag 2000 Quelle-Mitarbeiter ihre Jobs verlieren, Fachleute weitere Insolvenzen befürchten und deutlich steigende Arbeitslosigkeit, sorgen sich Bürgermeister im Osten um eine Zukunft mit zu wenig Arbeitssuchenden.",http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true
610,3,NA,3,54,1,"Gegenwart, Zukunft","steigend Positive-Meldungen-Paradox, steigend Exporte, Mini-Boom, steigend Wirtschaftswachstum-Prognose",,,"Gegenwart, Vergangenheit, Zukunft","paradox Konjunktur, drohen Wirtschaft-Kollaps-Vergangenheit, positiven Meldungen-Strom, anziehen Industrieproduktion, zulegen Export, vertiablen Mini-Boom, ansteigen Wachstumsraten-Zukunft",Konjunktur: Es geht voran ,"Konjunktur paradox: Noch vor wenigen Monaten stand die deutsche Wirtschaft vor dem Kollaps, jetzt reißt der Strom der positiven Meldungen nicht mehr ab. Die Produktion in der Industrie zieht an, der Export legt zu. Das sorgt für einen veritablen Mini-Boom schon im zweiten Halbjahr, und für 2010 gelten neuerdings Wachstumsraten von drei Prozent als realistisch.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
611,1,NA,1,54,2,"Gegenwart, Zukunft","Wohlstand-Rckgewinnung-Ungewissheit, Vermeidung-Kahlschlag-Arbeitsmarkt-Politik",,,"Gegenwart, Zukunft","unerreicht altes-Wohlstandsniveau, vermieden Arbeitsmarkt-Kahlschlag, bedrfen klug-Politik-Zukunft",Konjunktur: Es geht voran ,Das Wohlstandsniveau von vor der Krise wäre damit zwar noch nicht wieder erreicht. Aber der Kahlschlag am Arbeitsmarkt könnte vermieden werden – sofern die Politik klug agiert.,http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
612,-2,NA,-1,54,3,Vergangenheit,"Befristeter-Streik-Privatsektor, niedrig-fallend Investitionen-Firmen, fallend Konsum-Verbraucher",,,Gegenwart,"Finanzkrise, befristeten Streik-Privatsektor, sinken Investitionen-Firmen, zurckschrauben Ausgaben-Verbraucher ",Konjunktur: Es geht voran ,"Diese Krise verläuft genau so, wie es an den Universitäten gelehrt wurde, bevor dort die Staatsskeptiker mit ihrem Glauben an sich selbst regulierende Märkte das große Wort führten: Als Folge der Finanzkrise trat der private Sektor der Volkswirtschaft in eine Art befristeten Streik. Die Firmen investierten nicht mehr, die Verbraucher schraubten ihre Ausgaben zurück.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
613,-1,NA,1,54,4,Gegenwart,"steigend Ersparnisse-Brger, Konjunkturprogramme-Reaktion-Zukunftsangst-Brger, steigend Staatsschuld",,,"Gegenwart, Zukunft","aufgesauft berschssige-Ersparnisse-Staat, zurckschleusen Ersparnis-Wirtschaftskreislauf-Staat, Konjunkturprogramme, steigt Staatschuld, logische Krisenbek„mpfung-Folge, Zukunftsangst, leiehen Sparkonten-Geld-Staat",Konjunktur: Es geht voran ,"Der Staat hat die überschüssige Ersparnis aufgesaugt und schleust sie über seine Konjunkturprogramme in den Wirtschaftskreislauf zurück. Dass die Staatsschuld steigt, ist deshalb eine logische Folge der Krisenbekämpfung. Die Regierung leiht sich ja bei ihren Bürgern nur das Geld, das diese aus lauter Angst vor der Zukunft auf Sparkonten getragen haben.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
614,1,NA,1,54,5," Vergangenheit, Gegenwart","steigend Ersparnisse-Haushalte, fallend Investitionen-Unternehmen, Konjunkturprogramme",,,Gegenwart,"hoch private-Haushalt-Rcklagen, einsammeln Rcklagen-Staat, investieren Rcklagen-Staat",Konjunktur: Es geht voran ,"So legten die privaten Haushalte allein im ersten Halbjahr 2009 rund 87 Milliarden Euro zurück. Davon benötigten die Unternehmen aber nur zwei Milliarden für die Finanzierung ihrer Investitionen. Ein Stillstand der Wirtschaft konnte nur dadurch verhindert werden, dass der Staat die übrigen 82 Milliarden Euro einsammelte und einer mehr oder weniger produktiven Verwendung zuführte.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
615,1,NA,1,54,6,Gegenwart,Notwendigkeit-Konjunkturprogramme-Merkel,,,Gegenwart,"steigenden Etatdefizit, konstant Staatsverschuldung, kritisiert Steuerpolitik, richtig Ausgaben-Politik",Konjunktur: Es geht voran ,"Das Geld wurde also hin und her geschoben, die Verschuldung der Volkswirtschaft insgesamt hat sich trotz der steigenden Etatdefizite kaum verändert. Bei aller berechtigten Kritik an der Steuerpolitik der Regierung, in einem Punkt hat die Kanzlerin ganz recht: Wenn auch der Staat noch sparen würde, dann stünden in Deutschland die Räder still.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
616,0,NA,-1,54,7,Zukunft,steigend Investitionen-Konsum-Abbau-Konjunkturprogramme,,,"Gegenwart, Zukunft","abbauen Schulden-Zukunft, n”tig Geld-Ausgaben-Unternehmen-Zukunft, konkurrieren knappes-Kapital, steigen Zinsen-Zukunft",Konjunktur: Es geht voran ,"Der richtige Zeitpunkt für den Rückzug ist damit definiert: Die Regierung muss ihre Schulden abbauen, wenn die Verbraucher und die Unternehmen wieder bereit sind, selbst Geld auszugeben – also zu konsumieren und zu investieren. Wenn das der Fall ist, konkurrieren Staat und Privatsektor um knappes Kapital, und wenn die öffentliche Hand dann nicht Maß hält, steigen die Zinsen. ",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
617,1,NA,1,54,8,Gegenwart,steigend Kredite-Haushalte-Firmen,,,Gegenwart,"berspringt Funke-Zukunft, gestiegen Darlehnen-Vergabe, leichter Kredit-Firmen",Konjunktur: Es geht voran ,"Es gibt Anzeichen dafür, dass der Funke überspringt. Schon vergeben die Banken, die das Geld der Sparer bislang in die Kassen der öffentlichen Hand leiteten, mehr Darlehen an die Bürger, auch die Firmen kommen leichter an Kredit.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
618,1,NA,1,54,9,Zukunft,"L?cher-Finanzen-Banken, Steuererh?hung-Zukunft-Aufschwung",,,"Gegenwart, Zukunft","tiefe Bilanzen-L”cher-Banken, „llm„hliche Schubumkehr-Zukunft, Steuererh”hung-Zukunft",Konjunktur: Es geht voran ,"Noch kann viel schiefgehen. In den Bilanzen der Banken klaffen tiefe Löcher. Doch wenn alles gut läuft, ist die Wirtschaft ab 2011 bereit für die allmähliche Schubumkehr. Statt über Steuersenkungen wäre dann über Steuererhöhungen zu reden.",http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true
619,-1,NA,-1,55,1,Gegenwart,fehlend Indikator-Prognose-Wirtschaftskrise-Roland-Berger,,,Gegenwart,"fehlen objektiven Indikatoren, ungewiss Unternehmensplannung",Manager: Dieses Jahr vergisst keiner ,"Burkhard Schwenker: Dass wir keine Zahlen mehr haben, keine objektiven Indikatoren, die uns eine Richtung geben können. Das hat weitreichende Konsequenzen. Zum Beispiel für die Frage, wie Unternehmen planen. Oder dafür, wie ein Chef führen muss, welche Werte entscheidend sind.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
620,-2,NA,-2,55,2,Gegenwart,"fallend Weltwirtschaft, hinf?llig Prognosen-IMF-Korrekturen",,,"Vergangenheit, Gegenwart","IMF, fehlerhaft Prognosen-IMF-Vergangenheit, undenkbar Prozentpunkt-Differenz, hinf„llig Prognosen, unberechenbar Aufschwung",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Ich habe etwa verfolgt, wie der Internationale Währungsfonds noch im Oktober 2008 vorausgesagt hat, die Weltwirtschaft werde im Jahr 2009 um drei Prozent wachsen. Im Januar lag die Prognose bereits bei minus 0,5 Prozent, im April dann bei minus 1,3. Eine Differenz von mehr als vier Prozentpunkten – eigentlich undenkbar! Das macht Prognosen per se hinfällig, auch jetzt für den Aufschwung.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
621,-1,NA,-1,55,3,Gegenwart,"Vorst?nde-Meinungen-Wichtig, hinf?llig Konjunkturdaten-B?rsenentwicklung-Budgetplanung",,,"Gegenwart, Zukunft","fehlen verl„ssliche Zahlen, eigene Meinung-Mut-Zukunft, anders Entscheidungungen-Bergndung-Zukunft, uneindeutig Konjunkturdaten,",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Da es keine verlässlichen Zahlen mehr gibt, muss man Mut zur eigenen Meinung haben. Man muss seine Entscheidungen anders begründen, kann sie nicht mehr eindeutig aus Konjunkturdaten, Börsenentwicklungen oder internen Budgetplanungen herleiten.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
622,1,NA,1,55,4,Gegenwart,Reaktion-Management-Kurze-Sicht-Kurzarbeit-Anpassung,,,Vergangenheit,"kurfristig Anpassung, richtig Anpassung, untersttzend Kurzarbeitsregeln",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Zuerst haben sich alle kurzfristig angepasst und sind auf Sicht gefahren. Das war auch richtig, und es war möglich, weil zum Beispiel Kurzarbeitsregeln die Anpassung sehr unterstützt haben.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
623,1,NA,-1,55,5,Zukunft,notwendig Neue-Instrumente-Szenarien,,,"Gegenwart, Zukunft","neue Instrumente-Zukunft, durchdenken Szenarien-Zukunft-Unternehmensfhrer, unbefriedigen W-Szenario, erwarten Klarheit-Unternehmen",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Genau! Wir brauchen neue Instrumente, beispielsweise Szenarien. Bekommen wir einen Aufschwung? Wie sieht der aus? Profitieren die deutschen Firmen davon? Was ist europaweit zu erwarten? Am Ende, wenn sie mehrere Szenarien durchdacht haben, müssen Unternehmensführer klar entscheiden und eine strategische Entscheidung darüber fällen, was sie langfristig für am wahrscheinlichsten halten. Deshalb ist für mich auch das derzeit gängige W-Szenario nicht befriedigend. Es geht rauf, könnte aber auch wieder runter gehen hilft nicht, Klarheit zu vermitteln. Die aber erwarten die Menschen in den Unternehmen.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
624,-1,NA,-1,55,6,Vergangenheit,ver?ndert Verh?ltnis-Wirtschaftsfhrer-Risiken-Wirtschaftskrise,,,Gegenwart,"unvergesslich Krisenjahr, ver„ndern Risiken-Verh„ltnis-Wirtschaftsfhrer",Manager: Dieses Jahr vergisst keiner ,Schwenker: Dieses Jahr vergisst keiner – und es hätte auch keiner vermisst. Es hat das Verhältnis der Wirtschaftsführer zu Risiken verändert.,http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
625,1,NA,-1,55,7,"Gegenwart, Zukunft","Wandel-Fhrungskr?fte-Pers?nlichkeit-Vertrauen, fehlend Sicherheit-Zahlen-Strukturen",,,"Gegenwart, Zukunft","ver„ndert Plannung, beeinflusst Unternehmen-Kommunikation, vermittel-Sicherheit-Fhrung, fehlen Zahlen-Sicherheit, schnell Ver„nderungen, direkter-pers”nlicher Fhrung-Zukunft, berzeugen Pers”nlichkeit-Fhrungskr„fte-Zukunft",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Man geht anders mit Planung um. Und das beeinflusst die Kommunikation ins Unternehmen hinein. Führung hat sehr viel damit zu tun, den Menschen in den Unternehmen Sicherheit vermitteln zu können. Vertrauen! Das ist einer der Gründe, warum Unternehmen überhaupt funktionieren. Aber über Zahlen und Strukturen kann heute keine Sicherheit mehr gegeben werden, dazu ändern sie sich zu schnell. Das heißt, Führung muss wesentlich direkter und persönlicher erfolgen. Führungskräfte müssen durch ihre Persönlichkeit überzeugen.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
626,1,NA,0,55,8,Zukunft,"steigend Wichtigkeit-Entwicklungsfunktionen-Produktionsfunktionen-Vertriebsfunktionen, fallend Wichtigkeit-Finanzdaten",,,"Vergangenheit, Zukunft","verschieben Kr„fte, dominiert Finanzvost„nde-Vergangenheit, groáe Rolle-Kapitalm„rkte-Vergangenheit, fokusieren Kunden-Zukunft-Unternehmen, fokusieren Produkte-Zukunft-Unternehmen, werden-weichtiger Entwicklungsfunktionen-Zukunft, werden-weichtiger Produktionsfunktionen-Zukunft, werden-weichtiger Vetriebsfunktionen-Zukunft ",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Ja, die Kräfte verschieben sich. Die Finanzvorstände haben zeitweise dominiert, auch weil die Kapitalmärkte eine so große Rolle gespielt haben. Künftig werden Unternehmen wieder mehr auf ihre Produkte und Kunden fokussieren und sich dadurch zu unterscheiden suchen. Deshalb glaube ich, dass Entwicklungs-, Produktions- und Vertriebsfunktionen wieder wichtiger werden.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
627,1,NA,0,55,9,Gegenwart,wichtig Vertrauen-Belegschaft-Vorstand-Glaubhaftigkeit-Sicherheit,,,"Gegenwart, Zukunft","vetrauen Vorstand-Entscheidungen, Sicherheitsgefhl, Marktn„he-Vorstand-Zukunft, Reflektion-Vorstand-Zukunft, sagen Meinung-Vorstand-Zukunft, unwichtig Charisma, unwichtig fernsehtaugliches Auftreten, glaubhaft Chef-zukunft, ver„nder Vorstandsarbeit-Zukunft, durchdenken Szenarien-Vorstand-Zukunft ",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Diese Bewertung kann ich nicht teilen. Entscheidend für das Sicherheitsgefühl der Menschen ist doch, ob sie darauf vertrauen können, dass ein Vorstand die richtige Entscheidung trifft – etwa darüber, welche Autos in fünf Jahren auf den Markt kommen sollten. Sie wollen sehen, dass er nah genug an den Märkten ist, dass er reflektiert, Lösungen findet und sich dann direkt vor seine Leute stellt und sagt, ich habe eine Meinung. Das ist für die Mitarbeiter viel wichtiger als fernsehtaugliches Auftreten und dazu passendes Charisma. Ein Chef muss glaubhaft sein, und um das zu erreichen, muss sich auch die Vorstandsarbeit verändern. Wenn Chefs in Szenarien denken, müssen sie sich dafür Zeit nehmen. Das geht nicht in zwei Stunden. Der Vorstandschef wird also weniger ins Tagesgeschäft einbezogen sein.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
628,1,NA,1,55,10,"Vergangenheit, Gegenwart","Beratung-Therapie, Offener-Austausch-Beratung-Unsicherheit",,,Vergangenheit,"„hneln Therapie-Beratung, ernsthaft Auscgatusch, durchdenken Unsicherheit",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Beratung hatte in den vergangenen Monaten, und das meine ich positiv, tatsächlich etwas mit Therapie zu tun. Es ging darum, sich ernsthaft auszutauschen. Sich offen zu fragen, was eigentlich geschieht und wie man mit der neuen Unsicherheit umgeht.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
629,0,NA,0,55,11,Gegenwart,fallend Wichtigkeit-Kapitalm?rkte,,,"Vergangeheit, Gegenwart","Kapitalmarkt-Wille-Vergangenheit, unbegrndet Kapitalmarkt",Manager: Dieses Jahr vergisst keiner ,"Schwenker: …erfordert Mut, jawohl! Vorher konnte man sagen, der Kapitalmarkt wolle dies oder das. Das gilt heute so nicht mehr.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
630,1,NA,1,55,12,Gegenwart,"Ende-Zahlenh?rigkeit, Weiterfhrung-Shareholder-Value-Produkte-Kunden-Mitarbeiter",,,"Vergangenheit, Gegenwart, Zukunft","aufh”rt Zahlenh”rigkeit, fortbestehen Shareholder-Value-Zukunft, bersch„tzt Kapitalmarktrendite-Vergangenheit, unbeachtet langfristige-Faktoren-Vergangenheit, „ndern Unternehmensfhrung",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Ich meine schlicht, dass die Zahlenhörigkeit aufhört. Weiterhin halte ich es aber für richtig, ein Unternehmen nach den Prinzipien des Shareholder-Value zu führen. Nur hat die Kapitalmarktrendite eine zu große Rolle gespielt. Die langfristig wirkenden Faktoren, die auch zum Modell des Shareholder-Value gehören – also die richtigen Produkte, Kunden, Mitarbeiter –, wurden zu wenig beachtet. Das, denke ich, ändert sich gerade. Gut so!",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
631,2,NA,2,55,13,Gegenwart,"internationaler Unternehmen-Deutschland, ausbalanciert Import-Export-Deutschland, Langfristige-Vorteile",,,"Vergangenheit, Gegenwart, Zukunft","stark Import-Export-Wachstum-Vergangenheit, ausbalanciert-Deutschland, global-organisiert Unternehmen-Deutschland, weniger-global-organisiert Unternehmen-USA, langfristige Vorteile-Zukunft-Deutschland",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Auch wenn viele einen anderen Eindruck haben, Fakt ist: Export und Import sind bis zur Krise ähnlich stark gewachsen, wir sind ausbalancierter als andere Länder. Das liegt auch daran, dass unsere Unternehmen globaler organisiert sind als etwa viele US-amerikanische Firmen. Und das wird uns langfristig Vorteile bringen.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
632,3,NA,2,55,14,Zukunft,"wahrscheinlich Aufschwung, hoch Wachstum-China, flexibel USA-Wachstum-Green-Tech, steigend Russland-Investitionen",,,"Gegenwart, Zukunft","erwartet Aufschwung-Deutschland, positive Signale, wachsen Wirtschaft-China, beunruhigt Wachstumszahlen-Authentizit„t-China, dynamisch-China, umstellen US-Wirtschaft, ausweiten Green-Tech-USA, investieren-Russland-Zukunft",Manager: Dieses Jahr vergisst keiner ,"Schwenker: Ja, auch wenn man es ehrlicherweise noch nicht an den Zahlen erkennen kann. Jedenfalls sehe ich positive Signale: China etwa wächst in diesem Jahr wieder mit acht Prozent. Was mich daran etwas beunruhigt: China wächst damit exakt so schnell, wie es der Parteitag im Juni angekündigt hat (lacht). Wie auch immer, China zeigt sich sehr dynamisch, in den Vereinigten Staaten sehe ich ähnliche Anzeichen, zumal die US-Wirtschaft schnell reagiert und sich erstaunlich schnell und konsequent umstellt, beispielsweise in Richtung Green Tech. Und auch Russland scheint bereit zu sein, wieder zu investieren.",http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true
